0000272497;21;Офисный ПК Стандарт HP 800 G3 SFF.;CZC928B946;8596110198079586;1;В эксплуатации;2;Персональный компьютер;5;Отдел информатизации;НБ_Б412
0000270517;21;Офисный ПК Стандарт HP 800 G3 SFF.;CZC928B948;8596110198079582;1;В эксплуатации;2;Персональный компьютер;4;Отдел безопасности;НБ_Б412
0000272191;21;Офисный ПК Стандарт HP 800 G3 SFF.;CZC928B94B;8596110198079583;1;В эксплуатации;2;Персональный компьютер;5;Отдел информатизации;НБ_Б206
0000272634;21;Офисный ПК Стандарт HP 800 G3 SFF.;CZC928B9BG;8596110198079591;1;В эксплуатации;2;Персональный компьютер;8;Руководство;НБ_Б206
0000271536;22;Офисный пк стандарт IRBIS H80SFF;CZC7447833;6110237961;1;В эксплуатации;2;Персональный компьютер;10;Сектор по работе с персоналом;НБ_Б206
0000271619;22;Офисный пк стандарт IRBIS H80SFF;CZC744786B;6110237958;2;Хранение исправного;2;Персональный компьютер;5;Отдел информатизации;НБ_Б206
0000272270;22;Офисный пк стандарт IRBIS H80SFF;CZC744788Q;6110237945;2;Хранение исправного;2;Персональный компьютер;5;Отдел информатизации;НБ_Б206
0000272496;22;Офисный пк стандарт IRBIS H80SFF;CZC74478DP;6110237946;1;В эксплуатации;2;Персональный компьютер;4;Отдел безопасности;НБ_Б206
0000271959;22;Офисный пк стандарт IRBIS H80SFF;CZC74478FK;6110237951;1;В эксплуатации;2;Персональный компьютер;8;Руководство;НБ_Б206
0000272632;22;Офисный пк стандарт IRBIS H80SFF;CZC74478FT;6110237949;1;В эксплуатации;2;Персональный компьютер;4;Отдел безопасности;НБ_Б206
0000271452;22;Офисный пк стандарт IRBIS H80SFF;CZC74478G4;6110237962;2;Хранение исправного;2;Персональный компьютер;5;Отдел информатизации;НБ_Б206
0000272377;22;Офисный пк стандарт IRBIS H80SFF;CZC74478LT;6110237956;2;Хранение исправного;2;Персональный компьютер;5;Отдел информатизации;НБ_Б206
0000270629;22;Офисный пк стандарт IRBIS H80SFF;CZC74478M4;6110237950;1;В эксплуатации;2;Персональный компьютер;2;Административный отдел;НБ_Б206
0000272360;22;Офисный пк стандарт IRBIS H80SFF;CZC74478PB;6110237963;1;В эксплуатации;2;Персональный компьютер;5;Отдел информатизации;НБ_Б412
0000270861;22;Офисный пк стандарт IRBIS H80SFF;CZC74478SM;6110237959;1;В эксплуатации;2;Персональный компьютер;4;Отдел безопасности;НБ_Б206
0000272583;22;Офисный пк стандарт IRBIS H80SFF;CZC74478SX;6110237952;2;Хранение исправного;2;Персональный компьютер;5;Отдел информатизации;НБ_Б206
0000272002;22;Офисный пк стандарт IRBIS H80SFF;CZC74478T2;6110237955;1;В эксплуатации;2;Персональный компьютер;7;Отдел управления недвижимостью и эксплуатации;НБ_Б206
0000270540;22;Офисный пк стандарт IRBIS H80SFF;CZC74478TD;6110237948;1;В эксплуатации;2;Персональный компьютер;5;Отдел информатизации;НБ_Б206
0000271355;22;Офисный пк стандарт IRBIS H80SFF;CZC74478VG;6110237957;1;В эксплуатации;2;Персональный компьютер;4;Отдел безопасности;НБ_Б206
0000272217;22;Офисный пк стандарт IRBIS H80SFF;CZC74478X8;6110237953;1;В эксплуатации;2;Персональный компьютер;5;Отдел информатизации;НБ_Б206
0000270360;22;Офисный пк стандарт IRBIS H80SFF;CZC74478Y0;6110237954;2;Хранение исправного;2;Персональный компьютер;5;Отдел информатизации;НБ_Б206
